smiles,mol_weight,NumAr,reagent-info
Cl.NC(Cc1ccc2nonc2c1)C(=O)O,243.04106886,2,CHEMBL1455163
CNC(=O)c1cccc(CN)n1,165.090211972,1,CHEMBL4549059
CNC(=O)c1cccc(CN)n1,165.090211972,1,82632745
COc1ccc2[nH]c(CCCN=C=S)cc2c1,246.082684068,2,CHEMBL395135
NC(Cc1ccc(OC(F)F)cc1)C(=O)O,231.070699652,1,CHEMBL1561937
NCCCP(=O)(O)Cc1ccccc1,213.09186538199998,1,CHEMBL113613
NC(=O)c1ccccc1-n1cnc2ccccc21,237.090211972,3,CHEMBL153812
CCN(c1ccccc1C)S(C)(=O)=O,213.08234972,1,CHEMBL4574716
CCN(c1ccccc1C)S(C)(=O)=O,213.08234972,1,272788
CN(c1ccccc1)c1nccc(O)n1,201.090211972,2,CHEMBL1864020
NC(=O)c1cn([C@@H]2C=C(CO)[C@@H](O)[C@H]2O)nn1,240.085854864,1,CHEMBL203308
NC(Cc1ccccc1CCC(=O)O)C(=O)O,237.10010796,1,CHEMBL1835329
CS(=O)(=O)N1CCn2c1nc1ccccc12,237.057197592,2,CHEMBL1407824
CS(=O)(=O)N1CCn2c1nc1ccccc12,237.057197592,2,616942
Cl.NC1Cc2ccccc2CC1=O,197.060741684,1,CHEMBL1668623
NC(=O)c1ccccc1NC(=O)c1ccncc1,241.085126592,2,CHEMBL2172244
NC(=O)c1ccccc1NC(=O)c1ccncc1,241.085126592,2,119496
c1ccc(-c2ccc(CC3=NCCN3)cc2)cc1,236.131348512,2,CHEMBL306940
N[C@@H]1C[C@H]1c1ccc(F)cc1,151.07972754,1,CHEMBL1852691
N[C@@H]1C[C@H]1c1ccc(F)cc1,151.07972754,1,32005671
NC1CC1c1c(F)c(F)c(F)c(F)c1F,223.042040292,1,CHEMBL1797642
NC1(Cc2ccccc2)C(=O)Nc2ccccc21,238.110613068,2,CHEMBL4642820
C[C@H](N)[C@@H](O)c1ccccc1,151.099714036,1,CHEMBL1412041
C[C@H](N)[C@@H](O)c1ccccc1,151.099714036,1,1100
Cc1ccc(C(N)=O)cc1N,150.07931294,1,CHEMBL3187466
Cc1ccc(C(N)=O)cc1N,150.07931294,1,404098
N=C(Nc1ccc(CN)cc1)c1cccs1,231.083018416,2,CHEMBL1191524
NCCCc1c[nH]c2ccccc12,174.115698448,2,CHEMBL2229708
NCCCc1c[nH]c2ccccc12,174.115698448,2,1708116
Cc1cnccc1CCN,136.100048384,1,CHEMBL4555538
Cc1cnccc1CCN,136.100048384,1,44397054
CC(N)Cc1ccccc1,135.104799416,1,CHEMBL405
CC(CN)c1ccccc1,135.104799416,1,CHEMBL158578
NC(=O)c1cncc(N)n1,138.054160812,1,CHEMBL3105647
CC(N)Cc1ccc(Cl)c(Cl)c1,203.026854712,1,CHEMBL48888
NCCCC1c2ccccc2Cc2ccccc21,237.151749608,2,CHEMBL158780
N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)O,238.095356928,1,CHEMBL89956
N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)O,238.095356928,1,2575475
NC(=O)C(=O)c1ncn(Cc2ccccc2)c1N,244.096025624,2,CHEMBL2006129
NC(=O)C(=O)c1ncn(Cc2ccccc2)c1N,244.096025624,2,5607079
NC(=O)c1ncn2c1NC(=O)CC2,180.064725496,1,CHEMBL449698
NCCc1ccc(S(N)(=O)=O)cc1,200.061948624,1,CHEMBL7087
NCCc1ccc(S(N)(=O)=O)cc1,200.061948624,1,56629
C[C@H](N)Cn1ncc2ccc(O)c(F)c21,209.096440224,2,CHEMBL197653
Cl.NC[C@H]1C[C@@H]1c1ccccc1O,199.076391748,1,CHEMBL501117
Cc1ccc(CC2=NCCN2)c(C)c1O,204.126263132,1,CHEMBL72167
NC(=O)c1no[n+]([O-])c1-c1ccccc1,205.048741084,2,CHEMBL459640
NC(=O)c1[nH]cnc1-c1ccccc1,187.074561908,2,CHEMBL227419
NCc1cn(O)nc1CCc1ccncc1,218.116761068,2,CHEMBL2315225
Cc1ccc([C@@]2(F)C[C@H]2N)cc1.Cl,201.072055316,1,CHEMBL2093956
NC(=O)c1cc2ccc3occc3c2oc1=O,229.037507704,3,CHEMBL1080427
NCc1cccc(Cc2ncccn2)c1,199.110947416,2,CHEMBL352209
NCCCNC(=O)c1ccc(O)cc1,194.105527688,1,CHEMBL4532037
NCCCNC(=O)c1ccc(O)cc1,194.105527688,1,19505689
Cc1cccc2c1OCCC2N,163.099714036,1,CHEMBL4592017
CC(N)C1(c2cccs2)CCCCC1,209.123820608,1,CHEMBL1684053
Cc1cc2nnc(C(N)=O)c(N)c2cc1C,216.101111004,2,CHEMBL1996626
Cc1cc2nnc(C(N)=O)c(N)c2cc1C,216.101111004,2,1643145
Cc1ccccc1N(CC(=O)O)S(C)(=O)=O,243.056528896,1,CHEMBL1880295
Cc1ccccc1N(CC(=O)O)S(C)(=O)=O,243.056528896,1,380160
NC(=O)CNc1cccc(Br)c1,227.989825008,1,CHEMBL4933001
NC(=O)CNc1cccc(Br)c1,227.989825008,1,1688223
COc1cc(C[C@H](C)N)ccc1C,179.131014164,1,CHEMBL44165
N[C@H](c1ccc(O)cc1)C(F)(F)C(=O)O,217.055049588,1,CHEMBL255507
OCCCn1cnc2c1NC=NCC2O,210.111675688,1,CHEMBL288438
CCCCC1(O)C(N)=Nc2ccccc21,204.126263132,1,CHEMBL3326917
CC(O)(CCN)c1ccccc1,165.1153641,1,CHEMBL4531376
Cc1cc(C[C@H](N)C(=O)O)ccc1O,195.089543276,1,CHEMBL3808433
Cc1cc(C[C@H](N)C(=O)O)ccc1O,195.089543276,1,1713866
N[C@@H](CO)[C@@H](O)CCc1ccccc1,195.125928784,1,CHEMBL322310
COc1ccc2c(c1)CC1(CC2)CN=CN1,216.126263132,1,CHEMBL133579
C#CC(CN)c1ccc(O)cc1,161.084063972,1,CHEMBL163120
Cc1cc(-c2ccncc2)ccc1OCC(N)=O,242.105527688,2,CHEMBL3484667
CS(=O)(=O)N1CCc2cc3ccccc3nc21,248.061948624,2,CHEMBL4903343
CS(=O)(=O)N1CCc2cc3ccccc3nc21,248.061948624,2,15841783
NC(=O)Cc1ccccc1,135.068413908,1,CHEMBL347645
NC(=O)Cc1ccccc1,135.068413908,1,394644
Cc1c(CC(C)N)ccc2c1OCO2,193.11027872,1,CHEMBL6391
COc1c(Br)cccc1CN,214.99457604,1,CHEMBL4545335
COc1c(Br)cccc1CN,214.99457604,1,42411372
CC(C)(C)/N=C(\NC#N)Nc1ccc(C#N)cc1,241.13274547999998,1,CHEMBL328082
NC(=O)c1nnn(-c2cccnc2)c1N,204.075958876,2,CHEMBL4955947
Cc1cc(C(=O)O)ccc1C(N)C(=O)O,209.068807832,1,CHEMBL315591
Cn1nc(C(N)=O)c2ccccc21,175.074561908,2,CHEMBL4554218
Cn1nc(C(N)=O)c2ccccc21,175.074561908,2,95348295
NCc1ccnc(C(F)(F)F)c1,176.056132884,1,CHEMBL4096085
NCc1ccnc(C(F)(F)F)c1,176.056132884,1,35569980
COc1ccccc1C(CCN)c1ccco1,231.125928784,2,CHEMBL491289
N[C@H]1C[C@@H](c2nnn[nH]2)CC1=C(F)F,201.082601728,1,CHEMBL248094
NC[C@@H](O)CP(=O)(O)Cc1ccccc1,229.08678000199998,1,CHEMBL114288
CC1(C)C(=O)N(c2ccccc2)c2ncccc21,238.110613068,2,CHEMBL316261
CC1(/N=C(\NC#N)Nc2cccnc2)CCC1,229.13274547999998,1,CHEMBL315240
NCc1cc2ccc(-c3cccnc3)cc2s1,240.072119384,3,CHEMBL4573549
Nc1cc(C[C@H](N)C(=O)O)ccc1O,196.084792244,1,CHEMBL1236462
Nc1cc(C[C@H](N)C(=O)O)ccc1O,196.084792244,1,2560352
NCCNc1nc2ccccc2[nH]1,176.106196384,2,CHEMBL2396909
CC#CC(CN)c1ccccc1,159.104799416,1,CHEMBL3979140
Cc1cc(C(=O)N[C@@H]2CC[C@@H](N)C2)ccc1O,234.136827816,1,CHEMBL4541611
Cc1cc(C(=O)N[C@@H]2CC[C@@H](N)C2)ccc1O,234.136827816,1,67934303
NC1CCc2cc(O)ccc2C1,163.099714036,1,CHEMBL144439
NCCc1ccccc1O,137.084063972,1,CHEMBL367501
NCCc1ccccc1O,137.084063972,1,1852611
N[C@@H](Cc1cccs1)C(=O)O,171.035399528,1,CHEMBL1236302
N[C@@H](Cc1cccs1)C(=O)O,171.035399528,1,4141711
COc1ccc2c(c1)C(CN)c1ccccc1C2,239.131014164,2,CHEMBL497157
CN1c2ccncc2Sc2ncccc21,215.051718288,2,CHEMBL4160312
NCc1cc2c([nH]c1=O)CCC2,164.094963004,1,CHEMBL4525671
NCc1cc2c([nH]c1=O)CCC2,164.094963004,1,43404609
COc1ccc2c(=O)cc(CN)oc2c1,205.073893212,2,CHEMBL4597753
NCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,212.090940244,1,CHEMBL93127
NCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,212.090940244,1,4533503
NC(=O)C(c1ccccc1)C1CCCC1,203.131014164,1,CHEMBL1611596
Nc1cccnc1N1CCc2ccccc21,211.110947416,2,CHEMBL4909034
Nc1cccnc1N1CCc2ccccc21,211.110947416,2,20353335
NCCC(c1ccc(Cl)cc1)[PH](=O)O,233.03724296599998,1,CHEMBL114020
CC(N)c1coc2ccccc12,161.084063972,2,CHEMBL4567704
NC[C@@H]1C[C@H]1c1ccccc1,147.104799416,1,CHEMBL1186092
NC[C@@H]1C[C@H]1c1ccccc1,147.104799416,1,29480846
