,task_name,mean,std
0,LogD,2.175660809778457,1.3949015755930303
1,PAMPA040,1.2222386455626013,0.7580659761828855
2,PAMPA050,1.3841634000054646,0.6851072861987795
3,PAMPA062,1.4988734357332911,0.6405346889386885
4,PAMPA074,1.5235617078525074,0.6762603213939352
5,HLMS,24.491960183767226,25.526307027426828
6,LogS,1.2217919591469477,0.6117566504888894
